sample_id,vulnerabilities,patches
63dd95bc80aa29a6fd48841a,"[{""from"": ""train/actions/9sako6/imgcmp/138396898c27/action.yml:42"", ""to"": ""train/actions/9sako6/imgcmp/138396898c27/action.yml:42"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `9sako6/imgcmp@138396898c27e96fde1167aa105fb438e13b802a`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/9sako6/imgcmp/138396898c27/action.yml"", ""patch_file"": ""train/patches/63dd95bc80aa29a6fd48841a.patch"", ""explanation"": ""Env-wrapped all 8 tainted run: interpolations across 6 composite-action steps. (1) 'Branch information' step: added env BASE_REF: ${{ github.head_ref || github.ref_name }} and replaced the echo ::set-output interpolation with \""$BASE_REF\"". (2) 'Get actions information' step: added env BASE_BRANCH: ${{ steps.branch.outputs.base_branch }} and replaced tag=${{ ... }} with tag=\""$BASE_BRANCH\"". (3) 'Git reset' step: added env BASE_BRANCH and changed origin/${{ ... }} to origin/\""$BASE_BRANCH\"". (4) 'Export...before optimization', (5) 'Optimize images', and (6) 'Export...after optimization'/'template' steps: each got env ACTIONS_TAG: ${{ steps.actions-info.outputs.tag }} and the raw.githubusercontent URL interpolation became .../\""$ACTIONS_TAG\""/...; the template step reused one ACTIONS_TAG var for both its tag occurrences. Trusted expressions left byte-identical: github.action_path, inputs.*, and the steps.branch.outputs.base_branch references inside with: blocks (ref:/base:, not run: shells).""}]"
63c498aecbc73931bb1889c2,[],[]
63c498bd6fc19abdf9cab273,[],[]
63c498dacbc73931bb189c54,[],[]
63c49901517fc08c1eee11ca,[],[]
63dd95c080aa29a6fd48843c,"[{""from"": ""train/actions/farhatahmad/branch-names/8307330ac59a/action.yml:15"", ""to"": ""train/actions/farhatahmad/branch-names/8307330ac59a/action.yml:39"", ""explanation"": ""Untrusted `github.head_ref` flows through `head_ref` into a `run:` shell command inside the composite action `farhatahmad/branch-names@8307330ac59a26bd125a6f99c33820dd0baf439f`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/farhatahmad/branch-names/8307330ac59a/action.yml"", ""patch_file"": ""train/patches/63dd95c080aa29a6fd48843c.patch"", ""explanation"": ""The untrusted github.head_ref reaches this composite action via the head_ref input. The branch step's run: shell previously interpolated `${{ inputs.head_ref }}` directly into `export HEAD_REF=...`, allowing shell injection. The expression is now bound to a per-step env var (INPUTS_HEAD_REF: ${{ inputs.head_ref }}) under runs.steps[].env and referenced in the script as the quoted shell variable \""$INPUTS_HEAD_REF\"", so the untrusted value is no longer evaluated by the shell. Trusted inputs.base_ref (github.base_ref) and inputs.ref (github.ref) were left unchanged.""}]"
63c499066fc19abdf9cacfda,[],[]
63c49907cbc73931bb18ae7a,[],[]
63c4992f1899db58864e4f65,[],[]
63c4993433b087f6bde3dbea,[],[]
63dd95c4045fe2c0b7163c3c,"[{""from"": ""train/actions/milanmk/actions-file-deployer/3bb7db2ffc7d/action.yml:113"", ""to"": ""train/actions/milanmk/actions-file-deployer/3bb7db2ffc7d/action.yml:113"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `milanmk/actions-file-deployer@3bb7db2ffc7d88d95110eee7751278581966494b`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/milanmk/actions-file-deployer/3bb7db2ffc7d/action.yml:287"", ""to"": ""train/actions/milanmk/actions-file-deployer/3bb7db2ffc7d/action.yml:287"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `milanmk/actions-file-deployer@3bb7db2ffc7d88d95110eee7751278581966494b`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/milanmk/actions-file-deployer/3bb7db2ffc7d/action.yml"", ""patch_file"": ""train/patches/63dd95c4045fe2c0b7163c3c.patch"", ""explanation"": ""The untrusted github.event.head_commit.message reached the composite action's single 'Deploy' run: shell in two places: line 113 (jq --arg message) and line 287 (echo Message:). Added HEAD_COMMIT_MESSAGE: ${{ github.event.head_commit.message }} to the step's runs.steps[].env map, and replaced both run: occurrences with the quoted shell variable ${HEAD_COMMIT_MESSAGE}. The raw ${{ ... }} interpolation no longer appears inside run:, so attacker-controlled commit message text is passed as data via the environment rather than being expanded into the shell command, eliminating the cross-component code injection.""}]"
63c49938cbc73931bb18c339,[],[]
63c4996033b087f6bde3eeef,[],[]
63c499606fc19abdf9caf4d9,[],[]
63c4996f6fc19abdf9cafa68,[],[]
63dd95c580aa29a6fd488479,"[{""from"": ""train/actions/ubuntu/sync-issues-github-jira/9dd1ce3c3617/action.yaml:33"", ""to"": ""train/actions/ubuntu/sync-issues-github-jira/9dd1ce3c3617/action.yaml:33"", ""explanation"": ""Untrusted `github.event.issue.pull_request` is used directly in a `run:` shell command inside the composite action `ubuntu/sync-issues-github-jira@9dd1ce3c3617cd0e78460183eff434b9114b01a8`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/ubuntu/sync-issues-github-jira/9dd1ce3c3617/action.yaml"", ""patch_file"": ""train/patches/63dd95c580aa29a6fd488479.patch"", ""explanation"": ""The untrusted `github.event.issue.pull_request` was interpolated directly into the bash `[ ... ]` test on line 33 of the composite action's first run step. It is now bound to a per-step env var ISSUE_PULL_REQUEST: ${{ github.event.issue.pull_request }} and referenced in the run script as the quoted shell variable \""$ISSUE_PULL_REQUEST\"", so the attacker-controlled value can no longer be expanded/parsed as shell at workflow-compile time. The pull-request guard logic (echo + exit 0) is preserved.""}]"
63c49975517fc08c1eee3d2a,[],[]
63c49980b008460c1df280fa,[],[]
63c499871842bc13d77714e2,[],[]
63c4999e33b087f6bde40770,[],[]
63dd95c6045fe2c0b7163c4c,"[{""from"": ""train/actions/yasslab/idobata_notify/687504b54bd9/action.yml:35"", ""to"": ""train/actions/yasslab/idobata_notify/687504b54bd9/action.yml:35"", ""explanation"": ""Untrusted `github.event.pull_request.title` is used directly in a `run:` shell command inside the composite action `yasslab/idobata_notify@687504b54bd9e1f6410b024f43676f309064c1f3`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/yasslab/idobata_notify/687504b54bd9/action.yml:43"", ""to"": ""train/actions/yasslab/idobata_notify/687504b54bd9/action.yml:43"", ""explanation"": ""Untrusted `github.event.head_commit.message` is used directly in a `run:` shell command inside the composite action `yasslab/idobata_notify@687504b54bd9e1f6410b024f43676f309064c1f3`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/yasslab/idobata_notify/687504b54bd9/action.yml"", ""patch_file"": ""train/patches/63dd95c6045fe2c0b7163c4c.patch"", ""explanation"": ""Both untrusted sources reach the same composite-action run: step (the '👤 Get commit info for notification' step). Added a per-step env: map binding PR_TITLE: ${{ github.event.pull_request.title }} and HEAD_COMMIT_MESSAGE: ${{ github.event.head_commit.message }}. The two echo lines that previously interpolated those expressions directly into the shell now use quoted shell variables (echo \""$PR_TITLE\"" >> $GITHUB_ENV and echo \""$HEAD_COMMIT_MESSAGE\"" >> $GITHUB_ENV), so the untrusted values are passed via the environment instead of being expanded into the command, neutralizing the script injection. Trusted expressions (github.actor, inputs.status, github.event_name, github.event.pull_request.head.sha, github.event.pull_request.html_url, github.event.pull_request.number, github.repository, github.sha) were left byte-identical.""}]"
63c499ad517fc08c1eee53db,[],[]
63c499c0cbc73931bb18fafe,[],[]
63c499f4b008460c1df2ad5f,[],[]
63c499f9cbc73931bb190e6d,[],[]
63dd95c880aa29a6fd4884a1,"[{""from"": ""train/actions/davoudarsalani/action-notify/fe0e7a2ac8ce/action.yaml:10"", ""to"": ""train/actions/davoudarsalani/action-notify/fe0e7a2ac8ce/action.yaml:55"", ""explanation"": ""Untrusted `github.event.commits[0].message` flows through intermediate variables into a `run:` shell command inside the composite action `davoudarsalani/action-notify@fe0e7a2ac8ce9f26c28be095aff387bb6f62ad62`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/davoudarsalani/action-notify/fe0e7a2ac8ce/action.yaml"", ""patch_file"": ""train/patches/63dd95c880aa29a6fd4884a1.patch"", ""explanation"": ""The untrusted github.event.commits[0].message flows via the telegram_message input default into the 'Sending telegram message' composite step's run: shell at the line message_text='${{ inputs.telegram_message }}'. Fixed by adding a step-level env: map (TELEGRAM_MESSAGE: ${{ inputs.telegram_message }}) on this runs.steps[] step and replacing the run-block interpolation with the quoted shell variable message_text=\""$TELEGRAM_MESSAGE\"". The tainted expression no longer reaches the shell directly; it is passed through the environment, so the downstream markdown-escaping (sed) and telegram invocation logic are preserved.""}]"
63c49a531899db58864ec7c4,[],[]
63c49a5c517fc08c1eee975b,[],[]
63c49a7b517fc08c1eeea44f,[],[]
63c49a951842bc13d7777fc7,[],[]
63dd95c980aa29a6fd4884ac,"[{""from"": ""train/actions/impresscms-dev/phpdocs-wiki-update-action/d6c49a6388ac/action.yml:140"", ""to"": ""train/actions/impresscms-dev/phpdocs-wiki-update-action/d6c49a6388ac/action.yml:140"", ""explanation"": ""Untrusted `github.event.commits[0].message` is used directly in a `run:` shell command inside the composite action `impresscms-dev/phpdocs-wiki-update-action@d6c49a6388ac78d0f9e7ebdbdd3819058570cee6`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/impresscms-dev/phpdocs-wiki-update-action/d6c49a6388ac/action.yml"", ""patch_file"": ""train/patches/63dd95c980aa29a6fd4884ac.patch"", ""explanation"": ""The composite action's 'Commit and push wiki changes...' step previously interpolated untrusted github.event.commits[0].message directly into the run: shell (line 140), passing it as an argument to commit_and_push.sh. The fix moves that expression into the step's env: map as COMMIT_MESSAGE and references it in the run: script as the quoted shell variable \""$COMMIT_MESSAGE\"", so the attacker-controlled commit message is now treated as inert data rather than shell code. The trusted github.action_path expression was left unchanged.""}]"
63c49a95517fc08c1eeeaf79,[],[]
63c49ab21e33648075795eb6,[],[]
63c49aca6fc19abdf9cb86f4,[],[]
63c49af01842bc13d777a253,[],[]
63dd95cf045fe2c0b7163cb1,"[{""from"": ""train/actions/sbmthakur/packj.dev/bd0d60bd5478/action.yaml:33"", ""to"": ""train/actions/sbmthakur/packj.dev/bd0d60bd5478/action.yaml:33"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `sbmthakur/packj.dev@bd0d60bd547896599aa41aef2ca165ee3732d122`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/sbmthakur/packj.dev/bd0d60bd5478/action.yaml"", ""patch_file"": ""train/patches/63dd95cf045fe2c0b7163cb1.patch"", ""explanation"": ""Untrusted github.head_ref reaching the composite action's 'Test vars' run: shell on line 33 is now sanitized via the canonical env-var pattern: a per-step env map (HEAD_REF: ${{ github.head_ref }}) was added under runs.steps[].env, and the run script references it as the quoted shell variable \""$HEAD_REF\"" instead of interpolating the ${{ ... }} expression directly into the command. No untrusted ${{ ... }} remains in the run: block.""}]"
63c49b0833b087f6bde49768,[],[]
63c49b37517fc08c1eeef128,[],[]
63c49b4c6fc19abdf9cbb986,[],[]
63c49b6c517fc08c1eef0360,[],[]
63dd95d0045fe2c0b7163ccd,"[{""from"": ""train/actions/9sako6/imgcmp/79ca697dd450/action.yml:42"", ""to"": ""train/actions/9sako6/imgcmp/79ca697dd450/action.yml:42"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `9sako6/imgcmp@79ca697dd450e62759f6b9dc04d4131b3508e4c3`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/9sako6/imgcmp/79ca697dd450/action.yml"", ""patch_file"": ""train/patches/63dd95d0045fe2c0b7163ccd.patch"", ""explanation"": ""Env-wrapped all 8 tainted run: interpolations of untrusted-derived values in this composite action. (1) 'Branch information' step: github.head_ref -> env HEAD_REF, referenced as \""$HEAD_REF\"". (2) 'Get actions information' step: steps.branch.outputs.base_branch (which derives from head_ref via $GITHUB_OUTPUT) -> env BASE_BRANCH -> \""$BASE_BRANCH\"". (3) 'Git reset' step: steps.branch.outputs.base_branch -> env BASE_BRANCH, concatenation origin/${{...}} -> origin/\""$BASE_BRANCH\"". (4)-(7) The four deno-run steps ('Export before', 'Optimize images', 'Export after', and the message/title step): steps.actions-info.outputs.tag (which transitively derives from base_branch) -> env TAG, with each URL https://.../imgcmp/${{...}}/... rewritten to https://.../imgcmp/\""$TAG\""/...; the message/title step had two tag occurrences both replaced with the single reused TAG var. Trusted expressions left byte-identical: github.event_name, github.ref_name, github.action_path, github.actor, inputs.*, steps.commit/template/diff/set-outputs outputs, and all if: conditions.""}]"
63c49b911e3364807579b4a1,[],[]
63c49bc8517fc08c1eef280f,[],[]
63c49bd3517fc08c1eef2cfd,[],[]
63c49be6b008460c1df3750f,[],[]
63dd95df80aa29a6fd4885a5,"[{""from"": ""train/actions/embano1/wip/e83c03c8f469/action.yml:10"", ""to"": ""train/actions/embano1/wip/e83c03c8f469/action.yml:27"", ""explanation"": ""Untrusted `github.event.pull_request.title` flows through `title` into a `run:` shell command inside the composite action `embano1/wip@e83c03c8f4696b0cef273d83115521b26ebb8bec`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/embano1/wip/e83c03c8f469/action.yml"", ""patch_file"": ""train/patches/63dd95df80aa29a6fd4885a5.patch"", ""explanation"": ""The untrusted input.title (which defaults to github.event.pull_request.title) was interpolated directly as a single-quoted literal '${{ inputs.title }}' on the left side of a bash [[ ... =~ ... ]] test in the composite action's run: step, allowing shell/regex injection. Fixed by adding the value to the step's env: map as TITLE: ${{ inputs.title }} and replacing the run usage with the quoted shell variable \""$TITLE\"", so the untrusted expression no longer appears in the shell script. The trusted inputs.regex is left unchanged and unquoted because it must remain a regex pattern on the right-hand side of =~.""}]"
63c49c0f1e3364807579e6f8,[],[]
63c49c3a1899db58864f887b,[],[]
63c49c5f1899db58864f9853,[],[]
63c49c6ab008460c1df3a693,[],[]
63dd95e080aa29a6fd4885b4,"[{""from"": ""train/actions/sualeh/prepare-maven-build/61236cb7f3cb/action.yml:56"", ""to"": ""train/actions/sualeh/prepare-maven-build/61236cb7f3cb/action.yml:56"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `sualeh/prepare-maven-build@61236cb7f3cb8d9329417df8c4f3fe2b4d614b30`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/sualeh/prepare-maven-build/61236cb7f3cb/action.yml"", ""patch_file"": ""train/patches/63dd95e080aa29a6fd4885b4.patch"", ""explanation"": ""The untrusted github.head_ref (carried via the expression `github.head_ref || github.ref`) was interpolated directly into the `run:` shell on line 56 of the composite action's `show-environment` step. The fix moves the whole expression into a new step-level `env:` entry GITHUB_REF_NAME_SAFE under runs.steps[].env, and the run line now echoes the quoted shell variable \""$GITHUB_REF_NAME_SAFE\"". The untrusted value is no longer expanded by the shell at command-build time, neutralizing the cross-component code injection while preserving the step's logic. Trusted expressions (runner.os, github.repository, github.sha) were left byte-identical.""}]"
63c49ca433b087f6bde541ce,[],[]
63c49d05cbc73931bb1a4417,[],[]
63c49d0c33b087f6bde56d17,[],[]
63c49d616fc19abdf9cc8eae,[],[]
63dd95e7045fe2c0b7163de4,"[{""from"": ""train/actions/rlespinasse/github-slug-action/a362e5fb4205/action.yml:62"", ""to"": ""train/actions/rlespinasse/github-slug-action/a362e5fb4205/action.yml:62"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `rlespinasse/github-slug-action@a362e5fb42057a3a23a62218b050838f1bacca5d`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/rlespinasse/github-slug-action/a362e5fb4205/action.yml"", ""patch_file"": ""train/patches/63dd95e7045fe2c0b7163de4.patch"", ""explanation"": ""The untrusted github.head_ref flow (line 62, inside the composite action's get-github-ref-name run step) is sanitized by moving the full expression ${{ github.head_ref || github.ref_name }} into the step's env: map as HEAD_REF, and replacing the in-shell interpolation refname=\""${{ ... }}\"" with refname=\""$HEAD_REF\"". The untrusted context value is now passed via the environment and only referenced as a quoted shell variable, so attacker-controlled branch names can no longer break out of the string into shell execution.""}]"
63c49d8e6fc19abdf9cca140,[],[]
63c49dda6fc19abdf9ccbf6a,[],[]
63c49dfd1899db58865039ef,[],[]
63c49e071899db5886503e1e,[],[]
63dd95ee045fe2c0b7163e3e,"[{""from"": ""train/actions/rlespinasse/github-slug-action/33cd7a701db9/action.yml:61"", ""to"": ""train/actions/rlespinasse/github-slug-action/33cd7a701db9/action.yml:61"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `rlespinasse/github-slug-action@33cd7a701db9c2baf4ad705d930ade51a9f25c14`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/rlespinasse/github-slug-action/33cd7a701db9/action.yml"", ""patch_file"": ""train/patches/63dd95ee045fe2c0b7163e3e.patch"", ""explanation"": ""The composite-action step `get-github-ref-name` previously interpolated the untrusted `${{ github.head_ref || github.ref_name }}` expression directly into its `run:` shell command (`echo \""::set-output name=github-ref-name::${{ github.head_ref || github.ref_name }}\""`), allowing script injection from an attacker-controlled PR branch name. The expression is now bound to a step-level `env:` variable `GITHUB_REF_NAME_VALUE: ${{ github.head_ref || github.ref_name }}`, and the run command references it as the shell variable `$GITHUB_REF_NAME_VALUE`, so the untrusted value is passed through the environment instead of being expanded into shell source. No other expression was altered.""}]"
63c49e0c1899db5886504053,[],[]
63c49e291e336480757abc72,[],[]
63c49e3dcbc73931bb1ac3e6,[],[]
63c49e3fcbc73931bb1ac496,[],[]
63dd9601045fe2c0b7163f23,"[{""from"": ""train/actions/SJSU-Dev2/SJSU-Dev2v3/e9da9ecac50c/actions/run_tests/action.yml:39"", ""to"": ""train/actions/SJSU-Dev2/SJSU-Dev2v3/e9da9ecac50c/actions/run_tests/action.yml:39"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `SJSU-Dev2/SJSU-Dev2v3/actions/run_tests@e9da9ecac50c62086b4b356f1f49212b06369fd4`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/SJSU-Dev2/SJSU-Dev2v3/e9da9ecac50c/actions/run_tests/action.yml"", ""patch_file"": ""train/patches/63dd9601045fe2c0b7163f23.patch"", ""explanation"": ""Untrusted github.head_ref was interpolated directly into the bash run: step (HEAD_REF=${{ github.head_ref }}), allowing script injection in the composite action. Fixed by adding GH_HEAD_REF: ${{ github.head_ref }} to the enclosing step's env: map and replacing the direct interpolation with the quoted shell variable HEAD_REF=\""$GH_HEAD_REF\"". The downstream BRANCH=${HEAD_REF:=\""main\""} default-fallback logic is preserved. Trusted github.repository and github.event.repository.name expressions left byte-identical.""}]"
63c49e50b008460c1df46ae2,[],[]
63c49ec41899db5886508d0f,[],[]
63c49edc33b087f6bde62778,[],[]
63c49ee8517fc08c1ef0680d,[],[]
63dd960d80aa29a6fd4887b8,"[{""from"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:9"", ""to"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:49"", ""explanation"": ""Untrusted `github.head_ref` flows through `ref` into a `run:` shell command inside the composite action `platformsh/gha-retrieve-psh-prenv-url@8ed316d102629ed8f5e15f97b33f77a5a4cd3a69`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:9"", ""to"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:51"", ""explanation"": ""Untrusted `github.head_ref` flows through `ref` into a `run:` shell command inside the composite action `platformsh/gha-retrieve-psh-prenv-url@8ed316d102629ed8f5e15f97b33f77a5a4cd3a69`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:9"", ""to"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:78"", ""explanation"": ""Untrusted `github.head_ref` flows through `ref` into a `run:` shell command inside the composite action `platformsh/gha-retrieve-psh-prenv-url@8ed316d102629ed8f5e15f97b33f77a5a4cd3a69`, which is invoked by the workflow (cross-component code injection).""}, {""from"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:9"", ""to"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml:85"", ""explanation"": ""Untrusted `github.head_ref` flows through `ref` into a `run:` shell command inside the composite action `platformsh/gha-retrieve-psh-prenv-url@8ed316d102629ed8f5e15f97b33f77a5a4cd3a69`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/platformsh/gha-retrieve-psh-prenv-url/8ed316d10262/action.yaml"", ""patch_file"": ""train/patches/63dd960d80aa29a6fd4887b8.patch"", ""explanation"": ""Untrusted github.head_ref reaches this composite action through the `ref` input (default ${{ github.head_ref }}) and was interpolated directly as ${{ inputs.ref }} into two run: shell steps (verify-ref at lines 49/51 and get-target-url at lines 78/85). Fixed with the canonical env-var pattern: added REF: ${{ inputs.ref }} to the verify-ref step's new env: map and to the get-target-url step's existing env: map, then replaced every ${{ inputs.ref }} occurrence in the run: scripts with the quoted shell variable (\""$REF\"" in the gh api path, ${REF} inside the double-quoted echo/error strings and statusLocation). The untrusted value can no longer break out of the shell since it is delivered via an environment variable instead of string interpolation. Trusted expressions (${{ inputs.repository }} from github.repository, ${{ inputs.github-token }}, timeout/delay) were left byte-identical.""}]"
63c49f471899db588650c28d,[],[]
63c49f85cbc73931bb1b485d,[],[]
63c49fa1736e7f0ed8c6f571,[],[]
63c49fd233b087f6bde689ca,[],[]
63dd9616045fe2c0b7163ffc,[],[]
63c49fdd6fc19abdf9cd8e86,[],[]
63c49fddcbc73931bb1b6ad1,[],[]
63c49fe81e336480757b6c76,[],[]
63c4a0046fc19abdf9cd9ed3,[],[]
63dd961a045fe2c0b7164026,"[{""from"": ""train/actions/rlespinasse/github-slug-action/b011e83cf8cb/action.yml:61"", ""to"": ""train/actions/rlespinasse/github-slug-action/b011e83cf8cb/action.yml:61"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `rlespinasse/github-slug-action@b011e83cf8cb29e22dda828db30586691ae164e4`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/rlespinasse/github-slug-action/b011e83cf8cb/action.yml"", ""patch_file"": ""train/patches/63dd961a045fe2c0b7164026.patch"", ""explanation"": ""The composite-action step `get-github-ref-name` previously interpolated the untrusted `${{ github.head_ref || github.ref_name }}` directly into its `run:` shell, allowing script injection via a malicious PR branch name (github.head_ref). Added a step-level `env:` entry `GITHUB_REF_NAME_VALUE: ${{ github.head_ref || github.ref_name }}` and changed the run command to read it as the shell variable `$GITHUB_REF_NAME_VALUE`, so the untrusted branch name is passed through the environment instead of being expanded into the shell command. The `|| github.ref_name` fallback is preserved inside the env expression and the step's GITHUB_OUTPUT write behavior is unchanged.""}]"
63c4a0081899db5886510dfa,[],[]
63c4a04c1e336480757b945c,[],[]
63c4a05b33b087f6bde6c119,[],[]
63c4a05d6fc19abdf9cdc395,[],[]
63dd961a80aa29a6fd488849,"[{""from"": ""train/actions/xrtk/upm-release/f9f7fe55e475/action.yaml:45"", ""to"": ""train/actions/xrtk/upm-release/f9f7fe55e475/action.yaml:45"", ""explanation"": ""Untrusted `github.head_ref` is used directly in a `run:` shell command inside the composite action `xrtk/upm-release@f9f7fe55e4751c42500f1b1f3c4891799cc8aa5f`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/actions/xrtk/upm-release/f9f7fe55e475/action.yaml"", ""patch_file"": ""train/patches/63dd961a80aa29a6fd488849.patch"", ""explanation"": ""The untrusted ${{ github.head_ref }} that was interpolated directly into the pwsh run: script of the composite-action step 'Set target branch' is now bound to a step-level env var HEAD_REF and referenced in the script as \""$env:HEAD_REF\"" (the correct PowerShell form for env vars). The expression no longer appears inside run:, eliminating the cross-component code-injection. Trusted github.base_ref and github.ref interpolations are left unchanged.""}]"
63c4a06b736e7f0ed8c74891,[],[]
63c4a0ad736e7f0ed8c763d0,[],[]
63c4a0c8517fc08c1ef11e59,[],[]
63c4a1231842bc13d77a20a0,[],[]
63dd9626045fe2c0b716408c,"[{""from"": ""train/reusable_workflows/rajbos/github-actions-requests/d09a2aaad135/.github/workflows/get-action-from-issue.yml:51"", ""to"": ""train/reusable_workflows/rajbos/github-actions-requests/d09a2aaad135/.github/workflows/get-action-from-issue.yml:51"", ""explanation"": ""Untrusted `github.event.issue.title` is used directly in a `run:` shell command inside the reusable workflow `rajbos/github-actions-requests/.github/workflows/get-action-from-issue.yml@d09a2aaad13592cb69c164b949d02212a5236e01`, which is invoked by the workflow (cross-component code injection).""}]","[{""file"": ""train/reusable_workflows/rajbos/github-actions-requests/d09a2aaad135/.github/workflows/get-action-from-issue.yml"", ""patch_file"": ""train/patches/63dd9626045fe2c0b716408c.patch"", ""explanation"": ""The untrusted github.event.issue.title was interpolated directly into a run: shell echo (line 51) inside the dispatch_issue_find step of this reusable workflow. It is now bound to a step-level env var ISSUE_TITLE: ${{ github.event.issue.title }} and the run: line references it as the quoted shell variable \""$ISSUE_TITLE\"", so the untrusted value can no longer break out of the shell context. The trusted/unnamed expressions (github.event.inputs.issue, github.event.issue.number) were left unchanged.""}]"
63c4a123736e7f0ed8c78ff1,[],[]
63c5aecd6b748c7b1fadfe97,[],[]
